13.4455 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [1920, 1080]. Using actual size
19.4962 	EXP 	Created mem_space = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([0.3255, 0.3255, 0.3255]), fillColorSpace='rgb', fillRGB=array([0.3255, 0.3255, 0.3255]), interpolate=True, lineColor=array([0.3255, 0.3255, 0.3255]), lineColorSpace='rgb', lineRGB=array([0.3255, 0.3255, 0.3255]), lineWidth=10.0, name='mem_space', opacity=1.0, ori=0.0, pos=array([-0.3,  0. ]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
19.4963 	EXP 	window1: mouseVisible = True
19.4979 	EXP 	Created mem_h = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([0.3255, 0.3255, 0.3255]), fillColorSpace='rgb', fillRGB=array([0.3255, 0.3255, 0.3255]), interpolate=True, lineColor=array([0.3255, 0.3255, 0.3255]), lineColorSpace='rgb', lineRGB=array([0.3255, 0.3255, 0.3255]), lineWidth=10.0, name='mem_h', opacity=1.0, ori=0.0, pos=array([-0.15,  0.  ]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
19.4980 	EXP 	window1: mouseVisible = True
19.4994 	EXP 	Created mem_j = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([0.3255, 0.3255, 0.3255]), fillColorSpace='rgb', fillRGB=array([0.3255, 0.3255, 0.3255]), interpolate=True, lineColor=array([0.3255, 0.3255, 0.3255]), lineColorSpace='rgb', lineRGB=array([0.3255, 0.3255, 0.3255]), lineWidth=10.0, name='mem_j', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
19.4995 	EXP 	window1: mouseVisible = True
19.5010 	EXP 	Created mem_k = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-3.0, draggable=False, fillColor=array([0.3255, 0.3255, 0.3255]), fillColorSpace='rgb', fillRGB=array([0.3255, 0.3255, 0.3255]), interpolate=True, lineColor=array([0.3255, 0.3255, 0.3255]), lineColorSpace='rgb', lineRGB=array([0.3255, 0.3255, 0.3255]), lineWidth=10.0, name='mem_k', opacity=1.0, ori=0.0, pos=array([0.15, 0.  ]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
19.5011 	EXP 	window1: mouseVisible = True
19.5026 	EXP 	Created mem_l = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-4.0, draggable=False, fillColor=array([0.3255, 0.3255, 0.3255]), fillColorSpace='rgb', fillRGB=array([0.3255, 0.3255, 0.3255]), interpolate=True, lineColor=array([0.3255, 0.3255, 0.3255]), lineColorSpace='rgb', lineRGB=array([0.3255, 0.3255, 0.3255]), lineWidth=10.0, name='mem_l', opacity=1.0, ori=0.0, pos=array([0.3, 0. ]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
19.5033 	EXP 	Sound mem_test_sound set volume 1.000
19.5034 	EXP 	window1: mouseVisible = True
19.5101 	EXP 	Created mem_test_instr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-8.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='mem_test_instr', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
19.5150 	EXP 	window1: mouseVisible = True
19.5156 	EXP 	window1: mouseVisible = True
19.5214 	EXP 	window1: mouseVisible = True
19.5215 	EXP 	window1: mouseVisible = True
19.5222 	EXP 	window1: mouseVisible = True
19.5229 	EXP 	window1: mouseVisible = True
19.5327 	EXP 	window1: mouseVisible = True
19.5329 	EXP 	window1: mouseVisible = True
19.5335 	EXP 	window1: mouseVisible = True
19.5342 	EXP 	window1: mouseVisible = True
19.5388 	EXP 	window1: mouseVisible = True
19.5389 	EXP 	window1: mouseVisible = True
19.5396 	EXP 	window1: mouseVisible = True
19.5404 	EXP 	window1: mouseVisible = True
19.5500 	EXP 	window1: mouseVisible = True
19.5502 	EXP 	window1: mouseVisible = True
19.5510 	EXP 	window1: mouseVisible = True
19.5518 	EXP 	window1: mouseVisible = True
19.5566 	EXP 	window1: mouseVisible = True
19.5585 	EXP 	window1: mouseVisible = True
19.6059 	EXP 	Created music_ability_slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=0, fillColor=None, flip=False, font='Open Sans', granularity=1.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=('Yes', 'No'), lineColor=None, markerColor=None, name='music_ability_slider', opacity=None, ori=0.0, pos=array([0.1, 0.3]), readOnly=False, self=UNKNOWN, size=array([0.8 , 0.05]), startValue=None, style='radio', styleTweaks=[], ticks=array([0, 1]), units='height', win=Window(...))
19.6107 	EXP 	window1: mouseVisible = True
19.6112 	EXP 	window1: mouseVisible = True
19.6169 	EXP 	window1: mouseVisible = True
19.6171 	EXP 	window1: mouseVisible = True
19.6178 	EXP 	window1: mouseVisible = True
19.6184 	EXP 	window1: mouseVisible = True
19.6233 	EXP 	window1: mouseVisible = True
19.6235 	EXP 	window1: mouseVisible = True
19.6242 	EXP 	window1: mouseVisible = True
19.6248 	EXP 	window1: mouseVisible = True
19.6293 	EXP 	window1: mouseVisible = True
19.6295 	EXP 	window1: mouseVisible = True
19.6302 	EXP 	window1: mouseVisible = True
19.6308 	EXP 	window1: mouseVisible = True
19.6357 	EXP 	window1: mouseVisible = True
19.6358 	EXP 	window1: mouseVisible = True
19.6366 	EXP 	window1: mouseVisible = True
19.6372 	EXP 	window1: mouseVisible = True
19.6419 	EXP 	window1: mouseVisible = True
19.6436 	EXP 	window1: mouseVisible = True
19.6916 	EXP 	Created music_theory = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Open Sans', granularity=1.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=('Yes', 'No'), lineColor=None, markerColor=None, name='music_theory', opacity=None, ori=0.0, pos=array([ 0.1, -0.1]), readOnly=False, self=UNKNOWN, size=array([0.8 , 0.05]), startValue=None, style='radio', styleTweaks=[], ticks=array([0, 1]), units='height', win=Window(...))
19.6918 	EXP 	window1: mouseVisible = True
19.6970 	EXP 	Created music_ability_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='music_ability_text', opacity=1.0, ori=0.0, pos=array([-0.55,  0.3 ]), rgb=UNKNOWN, text='Have you ever \nplayed an instrument?\n', units='height', win=Window(...), wrapWidth=1)
19.6971 	EXP 	window1: mouseVisible = True
19.7018 	EXP 	Created music_theory_know = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='music_theory_know', opacity=1.0, ori=0.0, pos=array([-0.55, -0.1 ]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
19.7019 	EXP 	window1: mouseVisible = True
19.7064 	EXP 	Created years_music = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='years_music', opacity=1.0, ori=0.0, pos=array([-0.55,  0.1 ]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
19.7113 	EXP 	window1: mouseVisible = True
19.7118 	EXP 	window1: mouseVisible = True
19.7175 	EXP 	window1: mouseVisible = True
19.7193 	EXP 	window1: mouseVisible = True
19.7540 	EXP 	Created years_of_musical_experience_slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-5, fillColor=None, flip=False, font='Open Sans', granularity=1.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=None, lineColor=None, markerColor=None, name='years_of_musical_experience_slider', opacity=None, ori=0.0, pos=array([-0.2,  0.1]), readOnly=False, self=UNKNOWN, size=array([0.8 , 0.05]), startValue=None, style='radio', styleTweaks=[], ticks=array([0, 1, 2, 3, 4]), units='height', win=Window(...))
19.7541 	EXP 	window1: mouseVisible = True
19.7703 	EXP 	Created graph = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='eb_03_graph_structure.png', interpolate=True, mask=None, maskParams=None, name='graph', opacity=1.0, ori=0.0, pos=array([-0.4,  0. ]), size=array([0.4, 0.4]), texRes=128.0, units='height', win=Window(...))
19.7704 	EXP 	window1: mouseVisible = True
19.8264 	EXP 	Created debrief_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.02, italic=False, languageStyle='LTR', name='debrief_text', opacity=1.0, ori=0.0, pos=array([0.3, 0. ]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
19.8265 	EXP 	window1: mouseVisible = True
19.8319 	EXP 	Created debriefing_title = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='debriefing_title', opacity=1.0, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='Debriefing', units='height', win=Window(...), wrapWidth=1)
19.8320 	EXP 	window1: mouseVisible = True
19.8393 	EXP 	Created demo_scr_adv = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='demo_scr_adv', opacity=1.0, ori=0.0, pos=array([ 0.  , -0.45]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
19.8394 	EXP 	window1: mouseVisible = True
19.8409 	EXP 	Created text_countdown_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_countdown_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
0.0072 	EXP 	age_slider: autoLog = True
0.0072 	EXP 	age_slider: ticks = <class 'numpy.ndarray'>
0.0072 	EXP 	age_slider: styleTweaks = []
0.0072 	EXP 	age_slider: styleTweaks = []
0.0072 	EXP 	age_slider: styleTweaks = []
0.0072 	EXP 	age_slider: styleTweaks = []
0.0072 	EXP 	age_slider: ticks = <class 'numpy.ndarray'>
0.0072 	EXP 	age_slider: contrast = 1.0
0.0072 	EXP 	age_slider: markerPos = None
0.0072 	EXP 	age_slider: autoLog = True
0.0072 	EXP 	Gender: autoLog = True
0.0072 	EXP 	Handedness: autoLog = True
0.0072 	EXP 	Handedness: ticks = array([0, 1])
0.0072 	EXP 	Handedness: styleTweaks = []
0.0072 	EXP 	Handedness: styleTweaks = []
0.0072 	EXP 	Handedness: styleTweaks = []
0.0072 	EXP 	Handedness: styleTweaks = []
0.0072 	EXP 	Handedness: ticks = array([0, 1])
0.0072 	EXP 	Handedness: contrast = 1.0
0.0072 	EXP 	Handedness: markerPos = None
0.0072 	EXP 	Handedness: autoLog = True
0.0072 	EXP 	music_ability_slider: autoLog = True
0.0072 	EXP 	music_ability_slider: ticks = array([0, 1])
0.0072 	EXP 	music_ability_slider: styleTweaks = []
0.0072 	EXP 	music_ability_slider: styleTweaks = []
0.0072 	EXP 	music_ability_slider: styleTweaks = []
0.0072 	EXP 	music_ability_slider: styleTweaks = []
0.0072 	EXP 	music_ability_slider: ticks = array([0, 1])
0.0072 	EXP 	music_ability_slider: contrast = 1.0
0.0072 	EXP 	music_ability_slider: markerPos = None
0.0072 	EXP 	music_ability_slider: autoLog = True
0.0072 	EXP 	music_theory: autoLog = True
0.0072 	EXP 	music_theory: ticks = array([0, 1])
0.0072 	EXP 	music_theory: styleTweaks = []
0.0072 	EXP 	music_theory: styleTweaks = []
0.0072 	EXP 	music_theory: styleTweaks = []
0.0072 	EXP 	music_theory: styleTweaks = []
0.0072 	EXP 	music_theory: ticks = array([0, 1])
0.0072 	EXP 	music_theory: contrast = 1.0
0.0072 	EXP 	music_theory: markerPos = None
0.0072 	EXP 	music_theory: autoLog = True
0.0072 	EXP 	years_of_musical_experience_slider: autoLog = True
0.0072 	EXP 	years_of_musical_experience_slider: ticks = <class 'numpy.ndarray'>
0.0072 	EXP 	years_of_musical_experience_slider: styleTweaks = []
0.0072 	EXP 	years_of_musical_experience_slider: styleTweaks = []
0.0072 	EXP 	years_of_musical_experience_slider: styleTweaks = []
0.0072 	EXP 	years_of_musical_experience_slider: styleTweaks = []
0.0072 	EXP 	years_of_musical_experience_slider: ticks = <class 'numpy.ndarray'>
0.0072 	EXP 	years_of_musical_experience_slider: contrast = 1.0
0.0072 	EXP 	years_of_musical_experience_slider: markerPos = None
0.0072 	EXP 	years_of_musical_experience_slider: autoLog = True
0.0154 	EXP 	welcome_text: autoDraw = True
2.8998 	DATA 	Keypress: return
2.9154 	EXP 	welcome_text: autoDraw = False
2.9154 	EXP 	consent_text: autoDraw = True
5.4825 	DATA 	Mouse: Left button down, pos=(1487,34)
5.5573 	EXP 	consent_text: autoDraw = False
5.5573 	EXP 	age_slider: markerPos = None
5.5573 	EXP 	age_slider: markerPos = None
5.5573 	EXP 	Handedness: markerPos = None
5.5573 	EXP 	Handedness: markerPos = None
5.5573 	EXP 	age_slider: autoDraw = True
5.5573 	EXP 	Gender: autoDraw = True
5.5573 	EXP 	Handedness: autoDraw = True
5.5573 	EXP 	age_text: autoDraw = True
5.5573 	EXP 	handedness_text: autoDraw = True
5.5573 	EXP 	gender_text: autoDraw = True
5.5945 	DATA 	Mouse:  Left button up, pos=(1487,34)
6.8941 	DATA 	Mouse: Left button down, pos=(1489,458)
6.9158 	EXP 	Handedness: markerPos = 0.9872685185185186
6.9408 	EXP 	Handedness: markerPos = 0.9872685185185186
6.9659 	EXP 	Handedness: markerPos = 0.9872685185185186
6.9909 	EXP 	Handedness: markerPos = 0.9872685185185186
7.0242 	EXP 	Handedness: markerPos = 0.9872685185185186
7.0361 	DATA 	Mouse:  Left button up, pos=(1489,458)
7.0575 	EXP 	Handedness: markerPos = 1
7.0742 	EXP 	age_slider: autoDraw = False
7.0742 	EXP 	Gender: autoDraw = False
7.0742 	EXP 	Handedness: autoDraw = False
7.0742 	EXP 	age_text: autoDraw = False
7.0742 	EXP 	handedness_text: autoDraw = False
7.0742 	EXP 	gender_text: autoDraw = False
7.0742 	EXP 	instructions_text1: autoDraw = True
9.0661 	EXP 	instr1_cnt_text: autoDraw = True
10.2107 	DATA 	Keypress: space
10.2162 	EXP 	instructions_text1: autoDraw = False
10.2162 	EXP 	instr1_cnt_text: autoDraw = False
10.2162 	EXP 	instructions_text2: autoDraw = True
10.2162 	EXP 	key_stim_association: autoDraw = True
13.2082 	EXP 	instr2_cnt_text: autoDraw = True
14.4778 	DATA 	Keypress: space
14.4916 	EXP 	instructions_text2: autoDraw = False
14.4916 	EXP 	instr2_cnt_text: autoDraw = False
14.4916 	EXP 	key_stim_association: autoDraw = False
14.4916 	EXP 	instructions_text3: autoDraw = True
14.4916 	EXP 	examplestim_image_2: autoDraw = True
16.4687 	DATA 	Keypress: h
16.4699 	DATA 	Keypress: k
17.4837 	EXP 	instr3_cnt_text: autoDraw = True
19.8533 	DATA 	Keypress: h
19.8546 	DATA 	Keypress: k
19.8917 	EXP 	Sound sound_2 started
19.8923 	EXP 	instructions_text3: autoDraw = False
19.8923 	EXP 	instr3_cnt_text: autoDraw = False
19.8923 	EXP 	examplestim_image_2: autoDraw = False
20.3673 	EXP 	instructions_text4: autoDraw = True
20.3673 	EXP 	handplacement_image: autoDraw = True
20.3783 	EXP 	Sound sound_2 stopped
22.8676 	EXP 	instr4_cnt_text: autoDraw = True
23.9785 	DATA 	Keypress: space
23.9844 	EXP 	instructions_text4: autoDraw = False
23.9844 	EXP 	instr4_cnt_text: autoDraw = False
23.9844 	EXP 	handplacement_image: autoDraw = False
23.9844 	EXP 	instructions_text5: autoDraw = True
23.9844 	EXP 	image: autoDraw = True
26.9763 	EXP 	instr5_cnt_text: autoDraw = True
27.4201 	EXP 	Created sequence: random, trialTypes=1, nReps=100, seed=None
27.4207 	EXP 	New trial (rep=0, index=0): None
27.4833 	EXP 	Sound volume_adjuster_sound started
27.4812 	DATA 	Keypress: space
27.4847 	EXP 	instructions_text5: autoDraw = False
27.4847 	EXP 	instr5_cnt_text: autoDraw = False
27.4847 	EXP 	image: autoDraw = False
27.4847 	EXP 	volume_adjustment_instructions: height = 0.05
27.4847 	EXP 	volume_adjustment_instructions: height = 0.05
27.4847 	EXP 	volume_adjustment_instructions: height = 0.05
27.4847 	EXP 	volume_adjustment_instructions: text = "Adjust the volume using Arrow keys \n Right arrow to increase volume \n Left arrow to decrease it \n \n Hit enter when you're comfortable with the volume. \n \n Current Volume: 50"
27.4847 	EXP 	volume_adjustment_instructions: autoDraw = True
29.4699 	DATA 	Keypress: left
29.4979 	EXP 	Sound volume_adjuster_sound stopped
29.4979 	EXP 	Sound volume_adjuster_sound paused
29.4985 	EXP 	New trial (rep=1, index=0): None
29.5499 	EXP 	Sound volume_adjuster_sound reached end of file
29.5581 	EXP 	Sound volume_adjuster_sound started
29.5600 	EXP 	volume_adjustment_instructions: autoDraw = False
29.5600 	EXP 	volume_adjustment_instructions: height = 0.05
29.5600 	EXP 	volume_adjustment_instructions: height = 0.05
29.5600 	EXP 	volume_adjustment_instructions: height = 0.05
29.5600 	EXP 	volume_adjustment_instructions: text = "Adjust the volume using Arrow keys \n Right arrow to increase volume \n Left arrow to decrease it \n \n Hit enter when you're comfortable with the volume. \n \n Current Volume: 45"
29.5600 	EXP 	volume_adjustment_instructions: autoDraw = True
29.8784 	EXP 	Sound volume_adjuster_sound stopped
29.8784 	EXP 	Sound volume_adjuster_sound paused
29.8790 	EXP 	New trial (rep=2, index=0): None
29.9298 	EXP 	Sound volume_adjuster_sound reached end of file
29.9333 	EXP 	Sound volume_adjuster_sound started
29.9326 	DATA 	Keypress: left
29.9434 	EXP 	volume_adjustment_instructions: autoDraw = False
29.9434 	EXP 	volume_adjustment_instructions: height = 0.05
29.9434 	EXP 	volume_adjustment_instructions: height = 0.05
29.9434 	EXP 	volume_adjustment_instructions: height = 0.05
29.9434 	EXP 	volume_adjustment_instructions: text = "Adjust the volume using Arrow keys \n Right arrow to increase volume \n Left arrow to decrease it \n \n Hit enter when you're comfortable with the volume. \n \n Current Volume: 40"
29.9434 	EXP 	volume_adjustment_instructions: autoDraw = True
30.2685 	EXP 	Sound volume_adjuster_sound stopped
30.2685 	EXP 	Sound volume_adjuster_sound paused
30.2690 	EXP 	New trial (rep=3, index=0): None
30.3192 	EXP 	Sound volume_adjuster_sound reached end of file
30.3250 	EXP 	Sound volume_adjuster_sound started
30.3219 	DATA 	Keypress: left
30.3267 	EXP 	volume_adjustment_instructions: autoDraw = False
30.3267 	EXP 	volume_adjustment_instructions: height = 0.05
30.3267 	EXP 	volume_adjustment_instructions: height = 0.05
30.3267 	EXP 	volume_adjustment_instructions: height = 0.05
30.3267 	EXP 	volume_adjustment_instructions: text = "Adjust the volume using Arrow keys \n Right arrow to increase volume \n Left arrow to decrease it \n \n Hit enter when you're comfortable with the volume. \n \n Current Volume: 35"
30.3267 	EXP 	volume_adjustment_instructions: autoDraw = True
30.6178 	EXP 	Sound volume_adjuster_sound stopped
30.6178 	EXP 	Sound volume_adjuster_sound paused
30.6184 	EXP 	New trial (rep=4, index=0): None
30.6680 	EXP 	Sound volume_adjuster_sound reached end of file
30.6751 	EXP 	Sound volume_adjuster_sound started
30.6708 	DATA 	Keypress: left
30.6767 	EXP 	volume_adjustment_instructions: autoDraw = False
30.6767 	EXP 	volume_adjustment_instructions: height = 0.05
30.6767 	EXP 	volume_adjustment_instructions: height = 0.05
30.6767 	EXP 	volume_adjustment_instructions: height = 0.05
30.6767 	EXP 	volume_adjustment_instructions: text = "Adjust the volume using Arrow keys \n Right arrow to increase volume \n Left arrow to decrease it \n \n Hit enter when you're comfortable with the volume. \n \n Current Volume: 30"
30.6767 	EXP 	volume_adjustment_instructions: autoDraw = True
30.8485 	EXP 	Sound volume_adjuster_sound stopped
30.8485 	EXP 	Sound volume_adjuster_sound paused
30.8490 	EXP 	New trial (rep=5, index=0): None
30.8998 	EXP 	Sound volume_adjuster_sound reached end of file
30.9003 	EXP 	Sound volume_adjuster_sound started
30.9026 	DATA 	Keypress: left
30.9101 	EXP 	volume_adjustment_instructions: autoDraw = False
30.9101 	EXP 	volume_adjustment_instructions: height = 0.05
30.9101 	EXP 	volume_adjustment_instructions: height = 0.05
30.9101 	EXP 	volume_adjustment_instructions: height = 0.05
30.9101 	EXP 	volume_adjustment_instructions: text = "Adjust the volume using Arrow keys \n Right arrow to increase volume \n Left arrow to decrease it \n \n Hit enter when you're comfortable with the volume. \n \n Current Volume: 25"
30.9101 	EXP 	volume_adjustment_instructions: autoDraw = True
31.8180 	EXP 	Sound volume_adjuster_sound stopped
31.8180 	EXP 	Sound volume_adjuster_sound paused
31.8185 	EXP 	New trial (rep=6, index=0): None
31.8710 	EXP 	Sound volume_adjuster_sound reached end of file
31.8752 	EXP 	Sound volume_adjuster_sound started
31.8737 	DATA 	Keypress: left
31.8769 	EXP 	volume_adjustment_instructions: autoDraw = False
31.8769 	EXP 	volume_adjustment_instructions: height = 0.05
31.8769 	EXP 	volume_adjustment_instructions: height = 0.05
31.8769 	EXP 	volume_adjustment_instructions: height = 0.05
31.8769 	EXP 	volume_adjustment_instructions: text = "Adjust the volume using Arrow keys \n Right arrow to increase volume \n Left arrow to decrease it \n \n Hit enter when you're comfortable with the volume. \n \n Current Volume: 20"
31.8769 	EXP 	volume_adjustment_instructions: autoDraw = True
32.0378 	EXP 	Sound volume_adjuster_sound stopped
32.0378 	EXP 	Sound volume_adjuster_sound paused
32.0384 	EXP 	New trial (rep=7, index=0): None
32.0940 	EXP 	Sound volume_adjuster_sound reached end of file
32.1001 	EXP 	Sound volume_adjuster_sound started
32.0968 	DATA 	Keypress: left
32.1019 	EXP 	volume_adjustment_instructions: autoDraw = False
32.1019 	EXP 	volume_adjustment_instructions: height = 0.05
32.1019 	EXP 	volume_adjustment_instructions: height = 0.05
32.1019 	EXP 	volume_adjustment_instructions: height = 0.05
32.1019 	EXP 	volume_adjustment_instructions: text = "Adjust the volume using Arrow keys \n Right arrow to increase volume \n Left arrow to decrease it \n \n Hit enter when you're comfortable with the volume. \n \n Current Volume: 15"
32.1019 	EXP 	volume_adjustment_instructions: autoDraw = True
32.2278 	EXP 	Sound volume_adjuster_sound stopped
32.2278 	EXP 	Sound volume_adjuster_sound paused
32.2284 	EXP 	New trial (rep=8, index=0): None
32.2816 	EXP 	Sound volume_adjuster_sound reached end of file
32.2836 	EXP 	Sound volume_adjuster_sound started
32.2843 	DATA 	Keypress: left
32.2936 	EXP 	volume_adjustment_instructions: autoDraw = False
32.2936 	EXP 	volume_adjustment_instructions: height = 0.05
32.2936 	EXP 	volume_adjustment_instructions: height = 0.05
32.2936 	EXP 	volume_adjustment_instructions: height = 0.05
32.2936 	EXP 	volume_adjustment_instructions: text = "Adjust the volume using Arrow keys \n Right arrow to increase volume \n Left arrow to decrease it \n \n Hit enter when you're comfortable with the volume. \n \n Current Volume: 10"
32.2936 	EXP 	volume_adjustment_instructions: autoDraw = True
32.4284 	EXP 	Sound volume_adjuster_sound stopped
32.4285 	EXP 	Sound volume_adjuster_sound paused
32.4290 	EXP 	New trial (rep=9, index=0): None
32.4783 	EXP 	Sound volume_adjuster_sound reached end of file
32.4837 	EXP 	Sound volume_adjuster_sound started
32.4810 	DATA 	Keypress: left
32.4853 	EXP 	volume_adjustment_instructions: autoDraw = False
32.4853 	EXP 	volume_adjustment_instructions: height = 0.05
32.4853 	EXP 	volume_adjustment_instructions: height = 0.05
32.4853 	EXP 	volume_adjustment_instructions: height = 0.05
32.4853 	EXP 	volume_adjustment_instructions: text = "Adjust the volume using Arrow keys \n Right arrow to increase volume \n Left arrow to decrease it \n \n Hit enter when you're comfortable with the volume. \n \n Current Volume: 5"
32.4853 	EXP 	volume_adjustment_instructions: autoDraw = True
33.3781 	EXP 	Sound volume_adjuster_sound stopped
33.3781 	EXP 	Sound volume_adjuster_sound paused
33.3787 	EXP 	New trial (rep=10, index=0): None
33.4284 	EXP 	Sound volume_adjuster_sound reached end of file
33.4337 	EXP 	Sound volume_adjuster_sound started
33.4311 	DATA 	Keypress: right
33.4354 	EXP 	volume_adjustment_instructions: autoDraw = False
33.4354 	EXP 	volume_adjustment_instructions: height = 0.05
